Segment,Country,Product, Discount Band ,Units Sold,Manufacturing Price,Sale Price,XXXGross Sales,Discounts,XXXSales,COGS,XXXProfit,Date,Month Number,Month,Year,Sales,Profit,Gross Sales
Small Business,Germany, Paseo , Low ,1414.5, $10.00 , $300.00 ," $4,24,350.00 "," $16,974.00 "," $4,07,376.00 "," $3,53,625.00 "," $53,751.00 ",01-04-2014,4, April ,2014,$10190,$4190,$12190
Small Business,United States of America, Paseo , Low ,2918, $10.00 , $300.00 ," $8,75,400.00 "," $35,016.00 "," $8,40,384.00 "," $7,29,500.00 "," $1,10,884.00 ",01-05-2014,5, May ,2014,$10191,$4191,$12191
Government,United States of America, Paseo , Low ,3450, $10.00 , $350.00 ," $12,07,500.00 "," $48,300.00 "," $11,59,200.00 "," $8,97,000.00 "," $2,62,200.00 ",01-07-2014,7, July ,2014,$10192,$4192,$12192
Enterprise,France, Paseo , Low ,2988, $10.00 , $125.00 ," $3,73,500.00 "," $14,940.00 "," $3,58,560.00 "," $3,58,560.00 ", $-   ,01-07-2014,7, July ,2014,$10193,$4193,$12193
Midmarket,Canada, Paseo , Low ,218, $10.00 , $15.00 ," $3,270.00 ", $130.80 ," $3,139.20 "," $2,180.00 ", $959.20 ,01-09-2014,9, September ,2014,$10194,$4194,$12194
Government,Canada, Paseo , Low ,2074, $10.00 , $20.00 ," $41,480.00 "," $1,659.20 "," $39,820.80 "," $20,740.00 "," $19,080.80 ",01-09-2014,9, September ,2014,$10195,$4195,$12195
Government,United States of America, Paseo , Low ,1056, $10.00 , $20.00 ," $21,120.00 ", $844.80 ," $20,275.20 "," $10,560.00 "," $9,715.20 ",01-09-2014,9, September ,2014,$10196,$4196,$12196
Channel Partners,United States of America, Velo , Low ,1465, $120.00 , $12.00 ," $17,580.00 ", $703.20 ," $16,876.80 "," $4,395.00 "," $12,481.80 ",01-03-2014,3, March ,2014,$10201,$4201,$12201
Government,Canada, Velo , Low ,2646, $120.00 , $20.00 ," $52,920.00 "," $2,116.80 "," $50,803.20 "," $26,460.00 "," $24,343.20 ",01-09-2013,9, September ,2013,$10202,$4202,$12202
Government,France, Velo , Low ,2177, $120.00 , $350.00 ," $7,61,950.00 "," $30,478.00 "," $7,31,472.00 "," $5,66,020.00 "," $1,65,452.00 ",01-10-2014,10, October ,2014,$10203,$4203,$12203
Channel Partners,France, VTT , Low ,866, $250.00 , $12.00 ," $10,392.00 ", $415.68 ," $9,976.32 "," $2,598.00 "," $7,378.32 ",01-05-2014,5, May ,2014,$10204,$4204,$12204
Government,United States of America, VTT , Low ,349, $250.00 , $350.00 ," $1,22,150.00 "," $4,886.00 "," $1,17,264.00 "," $90,740.00 "," $26,524.00 ",01-09-2013,9, September ,2013,$10205,$4205,$12205
Government,France, VTT , Low ,2177, $250.00 , $350.00 ," $7,61,950.00 "," $30,478.00 "," $7,31,472.00 "," $5,66,020.00 "," $1,65,452.00 ",01-10-2014,10, October ,2014,$10206,$4206,$12206
Midmarket,Mexico, VTT , Low ,1514, $250.00 , $15.00 ," $22,710.00 ", $908.40 ," $21,801.60 "," $15,140.00 "," $6,661.60 ",01-10-2013,10, October ,2013,$10207,$4207,$12207
Government,Mexico, Amarilla , Low ,1865, $260.00 , $350.00 ," $6,52,750.00 "," $26,110.00 "," $6,26,640.00 "," $4,84,900.00 "," $1,41,740.00 ",01-02-2014,2, February ,2014,$10208,$4208,$12208
Enterprise,Mexico, Amarilla , Low ,1074, $260.00 , $125.00 ," $1,34,250.00 "," $5,370.00 "," $1,28,880.00 "," $1,28,880.00 ", $-   ,01-04-2014,4, April ,2014,$10209,$4209,$12209
Government,Germany, Amarilla , Low ,1907, $260.00 , $350.00 ," $6,67,450.00 "," $26,698.00 "," $6,40,752.00 "," $4,95,820.00 "," $1,44,932.00 ",01-09-2014,9, September ,2014,$10210,$4210,$12210
Midmarket,United States of America, Amarilla , Low ,671, $260.00 , $15.00 ," $10,065.00 ", $402.60 ," $9,662.40 "," $6,710.00 "," $2,952.40 ",01-10-2013,10, October ,2013,$10211,$4211,$12211
Government,Canada, Amarilla , Low ,1778, $260.00 , $350.00 ," $6,22,300.00 "," $24,892.00 "," $5,97,408.00 "," $4,62,280.00 "," $1,35,128.00 ",01-12-2013,12, December ,2013,$10212,$4212,$12212
Government,Germany, Montana , Medium ,1159, $5.00 , $7.00 ," $8,113.00 ", $405.65 ," $7,707.35 "," $5,795.00 "," $1,912.35 ",01-10-2013,10, October ,2013,$10213,$4213,$12213
Government,Germany, Paseo , Medium ,1372, $10.00 , $7.00 ," $9,604.00 ", $480.20 ," $9,123.80 "," $6,860.00 "," $2,263.80 ",01-01-2014,1, January ,2014,$10214,$4214,$12214
Government,Canada, Paseo , Medium ,2349, $10.00 , $7.00 ," $16,443.00 ", $822.15 ," $15,620.85 "," $11,745.00 "," $3,875.85 ",01-09-2013,9, September ,2013,$10215,$4215,$12215
Channel Partners,Canada, Velo , Medium ,2431, $120.00 , $12.00 ," $29,172.00 "," $1,458.60 "," $27,713.40 "," $7,293.00 "," $20,420.40 ",01-12-2014,12, December ,2014,$10218,$4218,$12218
Government,Mexico, VTT , Medium ,2689, $250.00 , $7.00 ," $18,823.00 ", $941.15 ," $17,881.85 "," $13,445.00 "," $4,436.85 ",01-10-2014,10, October ,2014,$10219,$4219,$12219
Government,Mexico, Amarilla , Medium ,1683, $260.00 , $7.00 ," $11,781.00 ", $589.05 ," $11,191.95 "," $8,415.00 "," $2,776.95 ",01-07-2014,7, July ,2014,$10220,$4220,$12220
Channel Partners,Mexico, Amarilla , Medium ,1123, $260.00 , $12.00 ," $13,476.00 ", $673.80 ," $12,802.20 "," $3,369.00 "," $9,433.20 ",01-08-2014,8, August ,2014,$10221,$4221,$12221
Government,Germany, Amarilla , Medium ,1159, $260.00 , $7.00 ," $8,113.00 ", $405.65 ," $7,707.35 "," $5,795.00 "," $1,912.35 ",01-10-2013,10, October ,2013,$10222,$4222,$12222
Channel Partners,France, Carretera , Medium ,1865, $3.00 , $12.00 ," $22,380.00 "," $1,119.00 "," $21,261.00 "," $5,595.00 "," $15,666.00 ",01-02-2014,2, February ,2014,$10223,$4223,$12223
Channel Partners,Germany, Carretera , Medium ,1116, $3.00 , $12.00 ," $13,392.00 ", $669.60 ," $12,722.40 "," $3,348.00 "," $9,374.40 ",01-02-2014,2, February ,2014,$10224,$4224,$12224
Government,France, Carretera , Medium ,1563, $3.00 , $20.00 ," $31,260.00 "," $1,563.00 "," $29,697.00 "," $15,630.00 "," $14,067.00 ",01-05-2014,5, May ,2014,$10225,$4225,$12225
Small Business,United States of America, Carretera , Medium ,991, $3.00 , $300.00 ," $2,97,300.00 "," $14,865.00 "," $2,82,435.00 "," $2,47,750.00 "," $34,685.00 ",01-06-2014,6, June ,2014,$10226,$4226,$12226
Government,Germany, Carretera , Medium ,1016, $3.00 , $7.00 ," $7,112.00 ", $355.60 ," $6,756.40 "," $5,080.00 "," $1,676.40 ",01-11-2013,11, November ,2013,$10227,$4227,$12227
Midmarket,Mexico, Carretera , Medium ,2791, $3.00 , $15.00 ," $41,865.00 "," $2,093.25 "," $39,771.75 "," $27,910.00 "," $11,861.75 ",01-11-2014,11, November ,2014,$10228,$4228,$12228
Government,United States of America, Carretera , Medium ,570, $3.00 , $7.00 ," $3,990.00 ", $199.50 ," $3,790.50 "," $2,850.00 ", $940.50 ,01-12-2014,12, December ,2014,$10229,$4229,$12229
Government,France, Carretera , Medium ,2487, $3.00 , $7.00 ," $17,409.00 ", $870.45 ," $16,538.55 "," $12,435.00 "," $4,103.55 ",01-12-2014,12, December ,2014,$10230,$4230,$12230
Government,France, Montana , Medium ,1384.5, $5.00 , $350.00 ," $4,84,575.00 "," $24,228.75 "," $4,60,346.25 "," $3,59,970.00 "," $1,00,376.25 ",01-01-2014,1, January ,2014,$10231,$4231,$12231
Enterprise,United States of America, Montana , Medium ,3627, $5.00 , $125.00 ," $4,53,375.00 "," $22,668.75 "," $4,30,706.25 "," $4,35,240.00 "," $(4,533.75)",01-07-2014,7, July ,2014,$10232,$4232,$12232
Government,Mexico, Montana , Medium ,720, $5.00 , $350.00 ," $2,52,000.00 "," $12,600.00 "," $2,39,400.00 "," $1,87,200.00 "," $52,200.00 ",01-09-2013,9, September ,2013,$10233,$4233,$12233
Channel Partners,Germany, Montana , Medium ,2342, $5.00 , $12.00 ," $28,104.00 "," $1,405.20 "," $26,698.80 "," $7,026.00 "," $19,672.80 ",01-11-2014,11, November ,2014,$10234,$4234,$12234
Small Business,Mexico, Montana , Medium ,1100, $5.00 , $300.00 ," $3,30,000.00 "," $16,500.00 "," $3,13,500.00 "," $2,75,000.00 "," $38,500.00 ",01-12-2013,12, December ,2013,$10235,$4235,$12235
Government,France, Paseo , Medium ,1303, $10.00 , $20.00 ," $26,060.00 "," $1,303.00 "," $24,757.00 "," $13,030.00 "," $11,727.00 ",01-02-2014,2, February ,2014,$10236,$4236,$12236
Enterprise,United States of America, Paseo , Medium ,2992, $10.00 , $125.00 ," $3,74,000.00 "," $18,700.00 "," $3,55,300.00 "," $3,59,040.00 "," $(3,740.00)",01-03-2014,3, March ,2014,$10237,$4237,$12237
Enterprise,France, Paseo , Medium ,2385, $10.00 , $125.00 ," $2,98,125.00 "," $14,906.25 "," $2,83,218.75 "," $2,86,200.00 "," $(2,981.25)",01-03-2014,3, March ,2014,$10238,$4238,$12238
Small Business,Mexico, Paseo , Medium ,1607, $10.00 , $300.00 ," $4,82,100.00 "," $24,105.00 "," $4,57,995.00 "," $4,01,750.00 "," $56,245.00 ",01-04-2014,4, April ,2014,$10239,$4239,$12239
Government,United States of America, Paseo , Medium ,2327, $10.00 , $7.00 ," $16,289.00 ", $814.45 ," $15,474.55 "," $11,635.00 "," $3,839.55 ",01-05-2014,5, May ,2014,$10240,$4240,$12240
Midmarket,France, Paseo , Medium ,2620, $10.00 , $15.00 ," $39,300.00 "," $1,965.00 "," $37,335.00 "," $26,200.00 "," $11,135.00 ",01-09-2014,9, September ,2014,$10243,$4243,$12243
Midmarket,United States of America, Velo , Medium ,555, $120.00 , $15.00 ," $8,325.00 ", $416.25 ," $7,908.75 "," $5,550.00 "," $2,358.75 ",01-01-2014,1, January ,2014,$10252,$4252,$12252
Midmarket,Mexico, Velo , Medium ,2861, $120.00 , $15.00 ," $42,915.00 "," $2,145.75 "," $40,769.25 "," $28,610.00 "," $12,159.25 ",01-01-2014,1, January ,2014,$10253,$4253,$12253
Enterprise,Germany, Velo , Medium ,807, $120.00 , $125.00 ," $1,00,875.00 "," $5,043.75 "," $95,831.25 "," $96,840.00 "," $(1,008.75)",01-02-2014,2, February ,2014,$10254,$4254,$12254
Government,United States of America, Velo , Medium ,602, $120.00 , $350.00 ," $2,10,700.00 "," $10,535.00 "," $2,00,165.00 "," $1,56,520.00 "," $43,645.00 ",01-06-2014,6, June ,2014,$10255,$4255,$12255
Government,United States of America, Velo , Medium ,2832, $120.00 , $20.00 ," $56,640.00 "," $2,832.00 "," $53,808.00 "," $28,320.00 "," $25,488.00 ",01-08-2014,8, August ,2014,$10256,$4256,$12256
Government,France, Velo , Medium ,1579, $120.00 , $20.00 ," $31,580.00 "," $1,579.00 "," $30,001.00 "," $15,790.00 "," $14,211.00 ",01-08-2014,8, August ,2014,$10257,$4257,$12257
Enterprise,United States of America, Velo , Medium ,861, $120.00 , $125.00 ," $1,07,625.00 "," $5,381.25 "," $1,02,243.75 "," $1,03,320.00 "," $(1,076.25)",01-10-2014,10, October ,2014,$10258,$4258,$12258
Enterprise,France, Velo , Medium ,704, $120.00 , $125.00 ," $88,000.00 "," $4,400.00 "," $83,600.00 "," $84,480.00 ", $(880.00),01-10-2013,10, October ,2013,$10259,$4259,$12259
Government,France, Velo , Medium ,1033, $120.00 , $20.00 ," $20,660.00 "," $1,033.00 "," $19,627.00 "," $10,330.00 "," $9,297.00 ",01-12-2013,12, December ,2013,$10260,$4260,$12260
Small Business,Germany, Velo , Medium ,1250, $120.00 , $300.00 ," $3,75,000.00 "," $18,750.00 "," $3,56,250.00 "," $3,12,500.00 "," $43,750.00 ",01-12-2014,12, December ,2014,$10261,$4261,$12261
Government,Canada, VTT , Medium ,1389, $250.00 , $20.00 ," $27,780.00 "," $1,389.00 "," $26,391.00 "," $13,890.00 "," $12,501.00 ",01-10-2013,10, October ,2013,$10262,$4262,$12262
Government,United States of America, VTT , Medium ,1265, $250.00 , $20.00 ," $25,300.00 "," $1,265.00 "," $24,035.00 "," $12,650.00 "," $11,385.00 ",01-11-2013,11, November ,2013,$10263,$4263,$12263
Government,Germany, VTT , Medium ,2297, $250.00 , $20.00 ," $45,940.00 "," $2,297.00 "," $43,643.00 "," $22,970.00 "," $20,673.00 ",01-11-2013,11, November ,2013,$10264,$4264,$12264
Government,United States of America, VTT , Medium ,2663, $250.00 , $20.00 ," $53,260.00 "," $2,663.00 "," $50,597.00 "," $26,630.00 "," $23,967.00 ",01-12-2014,12, December ,2014,$10265,$4265,$12265
Government,United States of America, VTT , Medium ,570, $250.00 , $7.00 ," $3,990.00 ", $199.50 ," $3,790.50 "," $2,850.00 ", $940.50 ,01-12-2014,12, December ,2014,$10266,$4266,$12266
Government,France, VTT , Medium ,2487, $250.00 , $7.00 ," $17,409.00 ", $870.45 ," $16,538.55 "," $12,435.00 "," $4,103.55 ",01-12-2014,12, December ,2014,$10267,$4267,$12267
Government,Germany, Amarilla , Medium ,1350, $260.00 , $350.00 ," $4,72,500.00 "," $23,625.00 "," $4,48,875.00 "," $3,51,000.00 "," $97,875.00 ",01-02-2014,2, February ,2014,$10268,$4268,$12268
Government,Canada, Amarilla , Medium ,552, $260.00 , $350.00 ," $1,93,200.00 "," $9,660.00 "," $1,83,540.00 "," $1,43,520.00 "," $40,020.00 ",01-08-2014,8, August ,2014,$10269,$4269,$12269
Government,Canada, Amarilla , Medium ,1228, $260.00 , $350.00 ," $4,29,800.00 "," $21,490.00 "," $4,08,310.00 "," $3,19,280.00 "," $89,030.00 ",01-10-2013,10, October ,2013,$10270,$4270,$12270
Small Business,Germany, Amarilla , Medium ,1250, $260.00 , $300.00 ," $3,75,000.00 "," $18,750.00 "," $3,56,250.00 "," $3,12,500.00 "," $43,750.00 ",01-12-2014,12, December ,2014,$10271,$4271,$12271
Midmarket,France, Paseo , Medium ,3801, $10.00 , $15.00 ," $57,015.00 "," $3,420.90 "," $53,594.10 "," $38,010.00 "," $15,584.10 ",01-04-2014,4, April ,2014,$10272,$4272,$12272
Government,United States of America, Carretera , Medium ,1117.5, $3.00 , $20.00 ," $22,350.00 "," $1,341.00 "," $21,009.00 "," $11,175.00 "," $9,834.00 ",01-01-2014,1, January ,2014,$10273,$4273,$12273
Midmarket,Canada, Carretera , Medium ,2844, $3.00 , $15.00 ," $42,660.00 "," $2,559.60 "," $40,100.40 "," $28,440.00 "," $11,660.40 ",01-06-2014,6, June ,2014,$10274,$4274,$12274
Channel Partners,Mexico, Carretera , Medium ,562, $3.00 , $12.00 ," $6,744.00 ", $404.64 ," $6,339.36 "," $1,686.00 "," $4,653.36 ",01-09-2014,9, September ,2014,$10275,$4275,$12275
Channel Partners,Canada, Carretera , Medium ,2299, $3.00 , $12.00 ," $27,588.00 "," $1,655.28 "," $25,932.72 "," $6,897.00 "," $19,035.72 ",01-10-2013,10, October ,2013,$10276,$4276,$12276
Midmarket,United States of America, Carretera , Medium ,2030, $3.00 , $15.00 ," $30,450.00 "," $1,827.00 "," $28,623.00 "," $20,300.00 "," $8,323.00 ",01-11-2014,11, November ,2014,$10277,$4277,$12277
Government,United States of America, Carretera , Medium ,263, $3.00 , $7.00 ," $1,841.00 ", $110.46 ," $1,730.54 "," $1,315.00 ", $415.54 ,01-11-2013,11, November ,2013,$10278,$4278,$12278
Enterprise,Germany, Carretera , Medium ,887, $3.00 , $125.00 ," $1,10,875.00 "," $6,652.50 "," $1,04,222.50 "," $1,06,440.00 "," $(2,217.50)",01-12-2013,12, December ,2013,$10279,$4279,$12279
Government,Mexico, Montana , Medium ,980, $5.00 , $350.00 ," $3,43,000.00 "," $20,580.00 "," $3,22,420.00 "," $2,54,800.00 "," $67,620.00 ",01-04-2014,4, April ,2014,$10280,$4280,$12280
Government,Germany, Montana , Medium ,1460, $5.00 , $350.00 ," $5,11,000.00 "," $30,660.00 "," $4,80,340.00 "," $3,79,600.00 "," $1,00,740.00 ",01-05-2014,5, May ,2014,$10281,$4281,$12281
Government,France, Montana , Medium ,1403, $5.00 , $7.00 ," $9,821.00 ", $589.26 ," $9,231.74 "," $7,015.00 "," $2,216.74 ",01-10-2013,10, October ,2013,$10282,$4282,$12282
Channel Partners,United States of America, Montana , Medium ,2723, $5.00 , $12.00 ," $32,676.00 "," $1,960.56 "," $30,715.44 "," $8,169.00 "," $22,546.44 ",01-11-2014,11, November ,2014,$10283,$4283,$12283
Enterprise,Canada, Velo , Medium ,952, $120.00 , $125.00 ," $1,19,000.00 "," $7,140.00 "," $1,11,860.00 "," $1,14,240.00 "," $(2,380.00)",01-02-2014,2, February ,2014,$10287,$4287,$12287
Enterprise,United States of America, Velo , Medium ,2755, $120.00 , $125.00 ," $3,44,375.00 "," $20,662.50 "," $3,23,712.50 "," $3,30,600.00 "," $(6,887.50)",01-02-2014,2, February ,2014,$10288,$4288,$12288
Midmarket,Germany, Velo , Medium ,1530, $120.00 , $15.00 ," $22,950.00 "," $1,377.00 "," $21,573.00 "," $15,300.00 "," $6,273.00 ",01-05-2014,5, May ,2014,$10289,$4289,$12289
Government,France, Velo , Medium ,1496, $120.00 , $350.00 ," $5,23,600.00 "," $31,416.00 "," $4,92,184.00 "," $3,88,960.00 "," $1,03,224.00 ",01-06-2014,6, June ,2014,$10290,$4290,$12290
Government,Mexico, Velo , Medium ,1498, $120.00 , $7.00 ," $10,486.00 ", $629.16 ," $9,856.84 "," $7,490.00 "," $2,366.84 ",01-06-2014,6, June ,2014,$10291,$4291,$12291
Small Business,France, Velo , Medium ,1221, $120.00 , $300.00 ," $3,66,300.00 "," $21,978.00 "," $3,44,322.00 "," $3,05,250.00 "," $39,072.00 ",01-10-2013,10, October ,2013,$10292,$4292,$12292
Government,France, Velo , Medium ,2076, $120.00 , $350.00 ," $7,26,600.00 "," $43,596.00 "," $6,83,004.00 "," $5,39,760.00 "," $1,43,244.00 ",01-10-2013,10, October ,2013,$10293,$4293,$12293
Midmarket,Canada, VTT , Medium ,2844, $250.00 , $15.00 ," $42,660.00 "," $2,559.60 "," $40,100.40 "," $28,440.00 "," $11,660.40 ",01-06-2014,6, June ,2014,$10294,$4294,$12294
Government,Mexico, VTT , Medium ,1498, $250.00 , $7.00 ," $10,486.00 ", $629.16 ," $9,856.84 "," $7,490.00 "," $2,366.84 ",01-06-2014,6, June ,2014,$10295,$4295,$12295
Small Business,France, VTT , Medium ,1221, $250.00 , $300.00 ," $3,66,300.00 "," $21,978.00 "," $3,44,322.00 "," $3,05,250.00 "," $39,072.00 ",01-10-2013,10, October ,2013,$10296,$4296,$12296
Government,Mexico, VTT , Medium ,1123, $250.00 , $20.00 ," $22,460.00 "," $1,347.60 "," $21,112.40 "," $11,230.00 "," $9,882.40 ",01-11-2013,11, November ,2013,$10297,$4297,$12297
Small Business,Canada, VTT , Medium ,2436, $250.00 , $300.00 ," $7,30,800.00 "," $43,848.00 "," $6,86,952.00 "," $6,09,000.00 "," $77,952.00 ",01-12-2013,12, December ,2013,$10298,$4298,$12298
Enterprise,France, Amarilla , Medium ,1987.5, $260.00 , $125.00 ," $2,48,437.50 "," $14,906.25 "," $2,33,531.25 "," $2,38,500.00 "," $(4,968.75)",01-01-2014,1, January ,2014,$10299,$4299,$12299
Government,Mexico, Amarilla , Medium ,1679, $260.00 , $350.00 ," $5,87,650.00 "," $35,259.00 "," $5,52,391.00 "," $4,36,540.00 "," $1,15,851.00 ",01-09-2014,9, September ,2014,$10300,$4300,$12300
Government,United States of America, Amarilla , Medium ,727, $260.00 , $350.00 ," $2,54,450.00 "," $15,267.00 "," $2,39,183.00 "," $1,89,020.00 "," $50,163.00 ",01-10-2013,10, October ,2013,$10301,$4301,$12301
Government,France, Amarilla , Medium ,1403, $260.00 , $7.00 ," $9,821.00 ", $589.26 ," $9,231.74 "," $7,015.00 "," $2,216.74 ",01-10-2013,10, October ,2013,$10302,$4302,$12302
Government,France, Amarilla , Medium ,2076, $260.00 , $350.00 ," $7,26,600.00 "," $43,596.00 "," $6,83,004.00 "," $5,39,760.00 "," $1,43,244.00 ",01-10-2013,10, October ,2013,$10303,$4303,$12303
Government,France, Montana , Medium ,1757, $5.00 , $20.00 ," $35,140.00 "," $2,108.40 "," $33,031.60 "," $17,570.00 "," $15,461.60 ",01-10-2013,10, October ,2013,$10304,$4304,$12304
Midmarket,United States of America, Paseo , Medium ,2198, $10.00 , $15.00 ," $32,970.00 "," $1,978.20 "," $30,991.80 "," $21,980.00 "," $9,011.80 ",01-08-2014,8, August ,2014,$10305,$4305,$12305
Midmarket,Germany, Paseo , Medium ,1743, $10.00 , $15.00 ," $26,145.00 "," $1,568.70 "," $24,576.30 "," $17,430.00 "," $7,146.30 ",01-08-2014,8, August ,2014,$10306,$4306,$12306
Government,Germany, Velo , Medium ,1001, $120.00 , $20.00 ," $20,020.00 "," $1,201.20 "," $18,818.80 "," $10,010.00 "," $8,808.80 ",01-08-2014,8, August ,2014,$10309,$4309,$12309
Government,Mexico, Velo , Medium ,1333, $120.00 , $7.00 ," $9,331.00 ", $559.86 ," $8,771.14 "," $6,665.00 "," $2,106.14 ",01-11-2014,11, November ,2014,$10310,$4310,$12310
Midmarket,United States of America, VTT , Medium ,1153, $250.00 , $15.00 ," $17,295.00 "," $1,037.70 "," $16,257.30 "," $11,530.00 "," $4,727.30 ",01-10-2014,10, October ,2014,$10311,$4311,$12311
Channel Partners,Mexico, Carretera , Medium ,727, $3.00 , $12.00 ," $8,724.00 ", $610.68 ," $8,113.32 "," $2,181.00 "," $5,932.32 ",01-02-2014,2, February ,2014,$10312,$4312,$12312
Channel Partners,Canada, Carretera , Medium ,1884, $3.00 , $12.00 ," $22,608.00 "," $1,582.56 "," $21,025.44 "," $5,652.00 "," $15,373.44 ",01-08-2014,8, August ,2014,$10313,$4313,$12313
Government,Mexico, Carretera , Medium ,1834, $3.00 , $20.00 ," $36,680.00 "," $2,567.60 "," $34,112.40 "," $18,340.00 "," $15,772.40 ",01-09-2013,9, September ,2013,$10314,$4314,$12314
Channel Partners,Mexico, Montana , Medium ,2340, $5.00 , $12.00 ," $28,080.00 "," $1,965.60 "," $26,114.40 "," $7,020.00 "," $19,094.40 ",01-01-2014,1, January ,2014,$10315,$4315,$12315
Channel Partners,France, Montana , Medium ,2342, $5.00 , $12.00 ," $28,104.00 "," $1,967.28 "," $26,136.72 "," $7,026.00 "," $19,110.72 ",01-11-2014,11, November ,2014,$10316,$4316,$12316
Government,France, Paseo , Medium ,1031, $10.00 , $7.00 ," $7,217.00 ", $505.19 ," $6,711.81 "," $5,155.00 "," $1,556.81 ",01-09-2013,9, September ,2013,$10317,$4317,$12317
Midmarket,Canada, Velo , Medium ,1262, $120.00 , $15.00 ," $18,930.00 "," $1,325.10 "," $17,604.90 "," $12,620.00 "," $4,984.90 ",01-05-2014,5, May ,2014,$10318,$4318,$12318
Government,Canada, Velo , Medium ,1135, $120.00 , $7.00 ," $7,945.00 ", $556.15 ," $7,388.85 "," $5,675.00 "," $1,713.85 ",01-06-2014,6, June ,2014,$10319,$4319,$12319
Government,United States of America, Velo , Medium ,547, $120.00 , $7.00 ," $3,829.00 ", $268.03 ," $3,560.97 "," $2,735.00 ", $825.97 ,01-11-2014,11, November ,2014,$10320,$4320,$12320
Government,Canada, Velo , Medium ,1582, $120.00 , $7.00 ," $11,074.00 ", $775.18 ," $10,298.82 "," $7,910.00 "," $2,388.82 ",01-12-2014,12, December ,2014,$10321,$4321,$12321
Channel Partners,France, VTT , Medium ,1738.5, $250.00 , $12.00 ," $20,862.00 "," $1,460.34 "," $19,401.66 "," $5,215.50 "," $14,186.16 ",01-04-2014,4, April ,2014,$10322,$4322,$12322
Channel Partners,Germany, VTT , Medium ,2215, $250.00 , $12.00 ," $26,580.00 "," $1,860.60 "," $24,719.40 "," $6,645.00 "," $18,074.40 ",01-09-2013,9, September ,2013,$10323,$4323,$12323
Government,Canada, VTT , Medium ,1582, $250.00 , $7.00 ," $11,074.00 ", $775.18 ," $10,298.82 "," $7,910.00 "," $2,388.82 ",01-12-2014,12, December ,2014,$10324,$4324,$12324
